Date,WindSpeed,Sunshine,AirPressure,Radiation,RelativeAirHumidity,hour,dayofweek,dayofyear
2018-07-03T08:00:00.000000,5.1,10.88,1001.44,245.8,43,8,2,184
2018-07-03T09:00:00.000000,2.2,10.99,1033.93,341.53,44,9,2,184
2018-07-03T10:00:00.000000,3.1,14.32,1014.59,384.96,44,10,2,184
2018-07-03T11:00:00.000000,2.8,0.0,1042.48,253.61,45,11,2,184
2018-07-03T12:00:00.000000,2.8,11.35,1009.63,415.02,42,12,2,184
2018-07-03T13:00:00.000000,2.2,24.04,1000.36,486.52,36,13,2,184
2018-07-03T14:00:00.000000,3.8,14.26,1033.41,434.94,41,14,2,184
2018-07-03T15:00:00.000000,4.5,25.94,1029.12,483.1,51,15,2,184
2018-07-03T16:00:00.000000,2.7,15.21,1018.49,315.53,49,16,2,184
2018-07-03T17:00:00.000000,2.8,0.0,956.53,127.22,49,17,2,184
2018-07-03T18:00:00.000000,1.9,0.0,1026.9,59.04,54,18,2,184
2018-07-03T19:00:00.000000,3.6,0.0,1007.27,22.6,56,19,2,184
2018-07-03T20:00:00.000000,4.5,0.98,1024.16,57.67,53,20,2,184
2018-07-03T21:00:00.000000,4.5,1.04,1026.32,48.79,56,21,2,184
2018-07-03T22:00:00.000000,2.0,0.0,982.28,5.04,63,22,2,184
2018-07-03T23:00:00.000000,2.4,0.0,1006.39,-6.76,62,23,2,184
2018-07-04T00:00:00.000000,2.7,0.0,999.4,-6.39,65,0,3,185
2018-07-04T01:00:00.000000,5.4,0.0,1051.98,-6.53,64,1,3,185
2018-07-04T02:00:00.000000,5.3,0.0,1011.44,-6.62,60,2,3,185
2018-07-04T03:00:00.000000,3.3,0.0,976.46,-5.64,65,3,3,185
2018-07-04T04:00:00.000000,3.9,3.9,1000.44,7.39,60,4,3,185
2018-07-04T05:00:00.000000,2.8,11.79,1031.09,42.21,59,5,3,185
2018-07-04T06:00:00.000000,3.3,6.67,966.96,89.24,52,6,3,185
2018-07-04T07:00:00.000000,1.7,11.3,1034.3,151.75,52,7,3,185
2018-07-04T08:00:00.000000,2.2,45.96,1051.18,412.04,50,8,3,185
2018-07-04T09:00:00.000000,5.0,53.58,1045.62,602.33,45,9,3,185
2018-07-04T10:00:00.000000,3.6,34.24,964.55,477.04,44,10,3,185
2018-07-04T11:00:00.000000,3.8,29.99,996.26,540.58,38,11,3,185
2018-07-04T12:00:00.000000,2.4,21.84,979.14,480.81,35,12,3,185
2018-07-04T13:00:00.000000,3.3,25.06,1036.81,491.54,32,13,3,185
2018-07-04T14:00:00.000000,3.6,39.37,998.69,573.23,32,14,3,185
2018-07-04T15:00:00.000000,3.9,40.47,1061.58,649.06,32,15,3,185
2018-07-04T16:00:00.000000,2.4,27.03,1024.01,337.95,32,16,3,185
2018-07-04T17:00:00.000000,2.2,32.13,969.81,298.32,31,17,3,185
2018-07-04T18:00:00.000000,0.8,9.99,1005.63,128.67,35,18,3,185
2018-07-04T19:00:00.000000,0.5,13.44,1052.61,114.9,36,19,3,185
2018-07-04T20:00:00.000000,2.2,25.21,1002.55,92.31,38,20,3,185
2018-07-04T21:00:00.000000,3.1,8.09,1054.36,21.48,56,21,3,185
2018-07-04T22:00:00.000000,1.8,0.0,964.56,-3.35,76,22,3,185
2018-07-04T23:00:00.000000,1.4,0.0,990.08,-8.93,81,23,3,185
2018-07-05T00:00:00.000000,1.5,0.0,1035.41,-7.06,87,0,4,186
2018-07-05T01:00:00.000000,1.4,0.0,985.82,-8.35,89,1,4,186
2018-07-05T02:00:00.000000,2.6,0.0,1004.01,-7.59,87,2,4,186
2018-07-05T03:00:00.000000,3.1,0.0,1024.48,-5.54,76,3,4,186
2018-07-05T04:00:00.000000,4.1,0.0,1007.35,1.7,64,4,4,186
2018-07-05T05:00:00.000000,5.6,1.95,1024.74,34.42,58,5,4,186
2018-07-05T06:00:00.000000,5.4,27.77,1022.45,132.44,57,6,4,186
2018-07-05T07:00:00.000000,4.5,39.58,1050.32,244.47,58,7,4,186
2018-07-05T08:00:00.000000,5.7,11.42,1057.37,273.6,58,8,4,186
2018-07-05T09:00:00.000000,3.9,40.81,1065.69,369.48,54,9,4,186
2018-07-05T10:00:00.000000,3.1,60.53,1054.03,563.02,49,10,4,186
2018-07-05T11:00:00.000000,1.5,46.35,1017.86,637.39,45,11,4,186
2018-07-05T12:00:00.000000,1.7,16.87,1042.51,419.48,46,12,4,186
2018-07-05T13:00:00.000000,1.3,22.56,997.58,461.83,40,13,4,186
2018-07-05T14:00:00.000000,2.1,43.66,1029.09,773.97,36,14,4,186
2018-07-05T15:00:00.000000,1.9,46.42,1026.55,599.29,29,15,4,186
2018-07-05T16:00:00.000000,2.7,45.76,984.46,476.68,34,16,4,186
2018-07-05T17:00:00.000000,2.0,57.25,1021.47,537.45,28,17,4,186
2018-07-05T18:00:00.000000,2.2,50.84,1059.08,331.61,30,18,4,186
2018-07-05T19:00:00.000000,1.4,57.35,973.06,266.81,30,19,4,186
2018-07-05T20:00:00.000000,2.2,16.5,1037.97,75.31,36,20,4,186
2018-07-05T21:00:00.000000,2.9,39.78,969.17,37.54,46,21,4,186
2018-07-05T22:00:00.000000,2.4,0.0,994.76,-1.87,53,22,4,186
2018-07-05T23:00:00.000000,1.6,0.0,1047.36,-7.37,53,23,4,186
2018-07-06T00:00:00.000000,2.9,0.0,1023.59,-8.85,58,0,5,187
2018-07-06T01:00:00.000000,4.0,0.0,1005.95,-8.38,56,1,5,187
2018-07-06T02:00:00.000000,3.8,0.0,1026.44,-7.83,49,2,5,187
2018-07-06T03:00:00.000000,4.2,0.0,1031.07,-6.96,46,3,5,187
2018-07-06T04:00:00.000000,4.5,1.93,1049.35,1.5,51,4,5,187
2018-07-06T05:00:00.000000,3.9,7.09,1067.47,36.81,50,5,5,187
2018-07-06T06:00:00.000000,2.5,35.66,974.11,103.18,51,6,5,187
2018-07-06T07:00:00.000000,2.5,40.26,973.2,260.28,43,7,5,187
2018-07-06T08:00:00.000000,2.3,58.68,997.07,424.36,45,8,5,187
2018-07-06T09:00:00.000000,1.3,59.25,1003.38,499.63,47,9,5,187
2018-07-06T10:00:00.000000,2.5,59.13,1060.11,651.1,44,10,5,187
2018-07-06T11:00:00.000000,2.6,61.98,991.86,731.72,45,11,5,187
2018-07-06T12:00:00.000000,3.5,60.16,1002.86,742.23,42,12,5,187
2018-07-06T13:00:00.000000,4.0,62.91,1045.68,768.4,47,13,5,187
2018-07-06T14:00:00.000000,4.6,31.99,997.13,499.69,50,14,5,187
2018-07-06T15:00:00.000000,5.2,47.43,1050.7,495.48,50,15,5,187
2018-07-06T16:00:00.000000,3.8,30.08,1012.08,408.19,50,16,5,187
2018-07-06T17:00:00.000000,4.8,4.02,978.89,282.88,44,17,5,187
2018-07-06T18:00:00.000000,4.5,42.64,1051.62,282.49,55,18,5,187
2018-07-06T19:00:00.000000,4.0,0.98,975.94,160.3,56,19,5,187
2018-07-06T20:00:00.000000,4.9,0.0,1037.05,59.34,70,20,5,187
2018-07-06T21:00:00.000000,3.6,0.0,1021.39,16.64,76,21,5,187
2018-07-06T22:00:00.000000,3.5,0.0,1064.43,-1.98,81,22,5,187
2018-07-06T23:00:00.000000,3.1,0.0,1010.72,-6.0,81,23,5,187
2018-07-07T00:00:00.000000,2.3,0.0,977.97,-6.55,83,0,6,188
2018-07-07T01:00:00.000000,2.1,0.0,1010.94,-6.21,85,1,6,188
2018-07-07T02:00:00.000000,1.7,0.0,972.36,-6.36,87,2,6,188
2018-07-07T03:00:00.000000,1.9,0.0,977.05,-6.4,86,3,6,188
2018-07-07T04:00:00.000000,1.8,0.0,1038.35,-2.9,86,4,6,188
2018-07-07T05:00:00.000000,1.6,0.0,999.84,12.16,84,5,6,188
2018-07-07T06:00:00.000000,2.5,0.0,1042.22,32.79,84,6,6,188
2018-07-07T07:00:00.000000,2.1,1.01,994.34,103.13,82,7,6,188
2018-07-07T08:00:00.000000,2.0,0.0,1049.07,205.88,76,8,6,188
2018-07-07T09:00:00.000000,2.4,14.6,1058.27,318.43,68,9,6,188
2018-07-07T10:00:00.000000,2.3,20.5,967.9,429.18,62,10,6,188
2018-07-07T11:00:00.000000,2.7,59.43,975.28,577.14,58,11,6,188
2018-07-07T12:00:00.000000,2.5,57.54,1038.62,703.37,53,12,6,188
2018-07-07T13:00:00.000000,2.3,58.48,1000.09,831.27,48,13,6,188
2018-07-07T14:00:00.000000,3.4,44.7,978.51,624.74,49,14,6,188
2018-07-07T15:00:00.000000,3.9,55.42,1038.23,685.0,45,15,6,188
2018-07-07T16:00:00.000000,4.5,62.98,982.38,587.63,54,16,6,188
2018-07-07T17:00:00.000000,3.9,39.8,1045.06,385.54,63,17,6,188
2018-07-07T18:00:00.000000,2.3,0.0,980.27,132.47,76,18,6,188
2018-07-07T19:00:00.000000,2.7,0.0,1009.09,88.43,76,19,6,188
2018-07-07T20:00:00.000000,2.6,0.0,989.86,50.56,79,20,6,188
2018-07-07T21:00:00.000000,2.8,0.0,1058.16,11.39,82,21,6,188
2018-07-07T22:00:00.000000,2.5,0.0,985.15,-5.99,95,22,6,188
2018-07-07T23:00:00.000000,1.7,0.0,981.06,-5.19,97,23,6,188
2018-07-08T00:00:00.000000,2.1,0.0,1015.3,-6.37,98,0,7,189
2018-07-08T01:00:00.000000,1.8,0.0,1055.37,-6.77,97,1,7,189
2018-07-08T02:00:00.000000,2.0,0.0,1014.76,-4.95,100,2,7,189
2018-07-08T03:00:00.000000,1.4,0.0,1046.45,-4.65,100,3,7,189
2018-07-08T04:00:00.000000,2.1,0.0,977.74,-4.19,100,4,7,189
2018-07-08T05:00:00.000000,1.7,0.0,999.19,-1.25,99,5,7,189
2018-07-08T06:00:00.000000,1.9,0.0,979.93,11.93,99,6,7,189
2018-07-08T07:00:00.000000,2.0,0.0,965.88,34.38,100,7,7,189
2018-07-08T08:00:00.000000,2.2,0.0,995.18,68.82,100,8,7,189
2018-07-08T09:00:00.000000,2.6,0.0,976.58,106.06,97,9,7,189
2018-07-08T10:00:00.000000,1.6,0.0,1032.36,119.72,96,10,7,189
2018-07-08T11:00:00.000000,1.7,0.0,957.32,203.36,92,11,7,189
2018-07-08T12:00:00.000000,3.0,0.0,986.0,289.49,87,12,7,189
2018-07-08T13:00:00.000000,1.2,0.0,959.66,303.97,85,13,7,189
2018-07-08T14:00:00.000000,0.9,5.04,1056.6,321.39,76,14,7,189
2018-07-08T15:00:00.000000,1.4,29.11,981.88,462.49,78,15,7,189
2018-07-08T16:00:00.000000,0.7,15.44,1033.41,243.43,72,16,7,189
2018-07-08T17:00:00.000000,0.7,44.8,1003.52,401.69,69,17,7,189
2018-07-08T18:00:00.000000,0.8,45.11,961.91,388.42,72,18,7,189
2018-07-08T19:00:00.000000,1.2,47.0,1028.81,251.76,71,19,7,189
2018-07-08T20:00:00.000000,1.8,58.27,1025.99,117.69,72,20,7,189
2018-07-08T21:00:00.000000,0.8,8.16,992.21,21.42,79,21,7,189
2018-07-08T22:00:00.000000,2.0,0.0,1051.67,-3.27,93,22,7,189
2018-07-08T23:00:00.000000,0.9,0.0,1038.66,-7.76,94,23,7,189
2018-07-09T00:00:00.000000,1.0,0.0,995.44,-9.12,96,0,1,190
2018-07-09T01:00:00.000000,1.4,0.0,959.61,-7.39,97,1,1,190
2018-07-09T02:00:00.000000,0.9,0.0,1003.73,-6.86,98,2,1,190
2018-07-09T03:00:00.000000,1.1,0.0,989.96,-6.3,96,3,1,190
2018-07-09T04:00:00.000000,0.4,0.0,1013.39,-3.35,96,4,1,190
2018-07-09T05:00:00.000000,1.5,0.0,1007.02,9.58,98,5,1,190
2018-07-09T06:00:00.000000,1.8,0.0,1056.61,23.33,92,6,1,190
2018-07-09T07:00:00.000000,1.7,1.04,991.66,98.38,86,7,1,190
2018-07-09T08:00:00.000000,1.5,60.59,1055.32,455.65,76,8,1,190
2018-07-09T09:00:00.000000,2.5,22.7,988.69,327.51,78,9,1,190
2018-07-09T10:00:00.000000,3.1,62.14,962.17,688.29,61,10,1,190
2018-07-09T11:00:00.000000,3.3,48.04,990.34,646.21,59,11,1,190
2018-07-09T12:00:00.000000,3.1,55.45,976.98,757.44,44,12,1,190
2018-07-09T13:00:00.000000,4.2,44.37,976.9,655.63,42,13,1,190
2018-07-09T14:00:00.000000,4.7,28.48,985.48,493.61,47,14,1,190
2018-07-09T15:00:00.000000,5.7,37.13,970.7,478.41,45,15,1,190
2018-07-09T16:00:00.000000,6.7,19.89,1040.79,353.99,48,16,1,190
2018-07-09T17:00:00.000000,7.0,5.89,1029.74,253.22,53,17,1,190
2018-07-09T18:00:00.000000,6.0,10.2,1016.39,176.26,54,18,1,190
2018-07-09T19:00:00.000000,5.2,0.0,1052.27,105.02,54,19,1,190
2018-07-09T20:00:00.000000,5.3,0.0,1046.01,55.17,58,20,1,190
2018-07-09T21:00:00.000000,4.5,0.0,1045.69,26.37,60,21,1,190
2018-07-09T22:00:00.000000,4.2,0.0,977.86,-3.39,79,22,1,190
2018-07-09T23:00:00.000000,3.4,0.0,966.57,-5.9,83,23,1,190
2018-07-10T00:00:00.000000,2.7,0.0,1035.13,-6.49,83,0,2,191
2018-07-10T01:00:00.000000,2.6,0.0,991.58,-6.72,89,1,2,191
2018-07-10T02:00:00.000000,3.2,0.0,985.71,-5.9,84,2,2,191
2018-07-10T03:00:00.000000,1.9,0.0,969.35,-7.46,88,3,2,191
2018-07-10T04:00:00.000000,1.9,0.0,988.7,-6.08,85,4,2,191
2018-07-10T05:00:00.000000,2.8,0.0,966.96,0.38,83,5,2,191
2018-07-10T06:00:00.000000,2.3,0.0,1048.98,13.4,88,6,2,191
2018-07-10T07:00:00.000000,2.7,0.0,965.47,17.1,87,7,2,191
2018-07-10T08:00:00.000000,2.7,0.0,1049.67,46.1,82,8,2,191
2018-07-10T09:00:00.000000,2.7,0.0,1023.01,65.62,82,9,2,191
2018-07-10T10:00:00.000000,2.7,0.0,979.78,122.92,79,10,2,191
2018-07-10T11:00:00.000000,2.9,0.0,1021.5,189.04,81,11,2,191
2018-07-10T12:00:00.000000,3.5,0.0,978.42,213.38,73,12,2,191
2018-07-10T13:00:00.000000,4.4,0.0,986.2,108.19,87,13,2,191
2018-07-10T14:00:00.000000,3.7,0.0,1038.46,116.02,88,14,2,191
2018-07-10T15:00:00.000000,3.9,0.0,1051.57,119.47,94,15,2,191
2018-07-10T16:00:00.000000,3.6,0.0,1035.65,37.73,100,16,2,191
2018-07-10T17:00:00.000000,2.7,0.0,978.35,34.02,99,17,2,191
2018-07-10T18:00:00.000000,3.9,0.0,1015.11,11.89,100,18,2,191
2018-07-10T19:00:00.000000,3.8,0.0,1003.7,7.02,99,19,2,191
2018-07-10T20:00:00.000000,2.9,0.0,1036.68,9.14,98,20,2,191
2018-07-10T21:00:00.000000,3.2,0.0,999.41,-2.41,100,21,2,191
2018-07-10T22:00:00.000000,2.7,0.0,1040.57,-4.59,100,22,2,191
2018-07-10T23:00:00.000000,3.2,0.0,1021.84,-4.52,97,23,2,191
2018-07-11T00:00:00.000000,2.9,0.0,1046.36,-5.6,98,0,3,192
2018-07-11T01:00:00.000000,2.3,0.0,1022.75,-5.53,95,1,3,192
2018-07-11T02:00:00.000000,2.0,0.0,1044.74,-6.26,95,2,3,192
2018-07-11T03:00:00.000000,2.8,0.0,970.92,-5.81,97,3,3,192
2018-07-11T04:00:00.000000,2.8,0.0,993.59,-4.59,96,4,3,192
2018-07-11T05:00:00.000000,2.7,0.0,1023.97,0.0,98,5,3,192
2018-07-11T06:00:00.000000,3.0,0.0,1024.46,16.55,100,6,3,192
2018-07-11T07:00:00.000000,3.0,0.0,970.54,8.17,99,7,3,192
2018-07-11T08:00:00.000000,3.1,0.0,985.73,15.24,100,8,3,192
2018-07-11T09:00:00.000000,3.2,0.0,961.33,35.86,98,9,3,192
2018-07-11T10:00:00.000000,4.0,0.0,1029.51,218.46,91,10,3,192
2018-07-11T11:00:00.000000,3.5,4.09,1048.45,273.6,94,11,3,192
2018-07-11T12:00:00.000000,2.7,0.0,968.74,142.74,86,12,3,192
2018-07-11T13:00:00.000000,3.6,0.0,1046.38,229.13,81,13,3,192
2018-07-11T14:00:00.000000,2.7,0.0,1009.35,157.74,86,14,3,192
2018-07-11T15:00:00.000000,3.7,0.0,971.54,203.19,86,15,3,192
2018-07-11T16:00:00.000000,1.1,0.0,1001.94,112.92,89,16,3,192
2018-07-11T17:00:00.000000,3.7,0.0,995.38,106.72,77,17,3,192
2018-07-11T18:00:00.000000,3.5,0.0,1046.78,99.64,75,18,3,192
2018-07-11T19:00:00.000000,2.9,0.0,982.6,71.51,76,19,3,192
2018-07-11T20:00:00.000000,3.8,0.0,995.54,48.51,82,20,3,192
2018-07-11T21:00:00.000000,2.9,0.0,964.34,15.51,88,21,3,192
2018-07-11T22:00:00.000000,3.6,0.0,961.0,-4.3,92,22,3,192
2018-07-11T23:00:00.000000,3.0,0.0,1015.23,-5.7,94,23,3,192
2018-07-12T00:00:00.000000,2.5,0.0,969.84,-5.84,94,0,4,193
2018-07-12T01:00:00.000000,4.4,0.0,1000.65,-6.11,95,1,4,193
2018-07-12T02:00:00.000000,3.2,0.0,1024.55,-6.29,95,2,4,193
2018-07-12T03:00:00.000000,2.2,0.0,967.91,-6.33,99,3,4,193
2018-07-12T04:00:00.000000,1.9,0.0,1032.84,-3.01,95,4,4,193
2018-07-12T05:00:00.000000,1.3,12.68,996.66,33.34,84,5,4,193
2018-07-12T06:00:00.000000,1.6,45.16,988.57,174.34,72,6,4,193
2018-07-12T07:00:00.000000,2.4,0.98,1041.3,124.65,76,7,4,193
2018-07-12T08:00:00.000000,2.4,0.0,974.6,162.25,70,8,4,193
2018-07-12T09:00:00.000000,3.9,0.0,964.07,172.54,68,9,4,193
2018-07-12T10:00:00.000000,4.0,0.0,1049.98,201.83,62,10,4,193
2018-07-12T11:00:00.000000,5.0,0.0,1011.27,351.22,58,11,4,193
2018-07-12T12:00:00.000000,3.6,0.0,986.65,279.93,57,12,4,193
2018-07-12T13:00:00.000000,4.3,1.01,1022.01,346.6,55,13,4,193
2018-07-12T14:00:00.000000,4.7,19.33,1033.17,475.97,49,14,4,193
2018-07-12T15:00:00.000000,4.2,8.01,957.7,257.45,61,15,4,193
2018-07-12T16:00:00.000000,4.6,36.32,975.31,467.12,48,16,4,193
2018-07-12T17:00:00.000000,5.9,21.38,1044.14,303.5,60,17,4,193
2018-07-12T18:00:00.000000,2.7,31.33,1041.6,320.51,56,18,4,193
2018-07-12T19:00:00.000000,5.5,11.45,968.62,113.01,55,19,4,193
2018-07-12T20:00:00.000000,3.5,25.99,1012.85,104.7,61,20,4,193
2018-07-12T21:00:00.000000,7.0,0.0,998.31,12.79,72,21,4,193
2018-07-12T22:00:00.000000,0.3,0.0,966.82,-4.14,80,22,4,193
2018-07-12T23:00:00.000000,1.7,0.0,1055.7,-7.79,88,23,4,193
2018-07-13T00:00:00.000000,2.5,0.0,975.86,-8.61,86,0,5,194
2018-07-13T01:00:00.000000,1.9,0.0,982.45,-8.46,87,1,5,194
2018-07-13T02:00:00.000000,2.1,0.0,992.78,-8.23,89,2,5,194
2018-07-13T03:00:00.000000,2.4,0.0,1012.67,-6.87,89,3,5,194
2018-07-13T04:00:00.000000,1.9,0.0,1007.5,-0.68,90,4,5,194
2018-07-13T05:00:00.000000,1.0,15.43,991.23,34.4,88,5,5,194
2018-07-13T06:00:00.000000,0.8,60.64,979.71,171.28,73,6,5,194
2018-07-13T07:00:00.000000,1.8,58.99,1015.3,305.0,57,7,5,194
2018-07-13T08:00:00.000000,1.7,59.73,1035.58,418.59,51,8,5,194
2018-07-13T09:00:00.000000,3.2,57.49,1014.0,538.97,44,9,5,194
2018-07-13T10:00:00.000000,1.7,59.08,1007.48,702.57,46,10,5,194
2018-07-13T11:00:00.000000,2.5,54.26,1023.46,770.86,40,11,5,194
2018-07-13T12:00:00.000000,2.3,35.57,988.82,617.52,39,12,5,194
2018-07-13T13:00:00.000000,1.5,20.72,980.77,448.51,48,13,5,194
2018-07-13T14:00:00.000000,2.2,2.92,1020.95,265.27,40,14,5,194
2018-07-13T15:00:00.000000,2.5,0.0,1003.56,180.55,37,15,5,194
2018-07-13T16:00:00.000000,1.6,4.84,979.29,166.09,47,16,5,194
2018-07-13T17:00:00.000000,1.6,12.83,1044.04,264.45,44,17,5,194
2018-07-13T18:00:00.000000,1.1,12.6,960.57,199.05,42,18,5,194
2018-07-13T19:00:00.000000,1.6,43.34,967.98,256.74,44,19,5,194
2018-07-13T20:00:00.000000,1.5,30.35,1057.85,93.01,51,20,5,194
2018-07-13T21:00:00.000000,2.8,31.46,1038.63,26.91,65,21,5,194
2018-07-13T22:00:00.000000,2.1,0.0,960.43,-3.51,70,22,5,194
2018-07-13T23:00:00.000000,1.4,0.0,1036.77,-7.66,79,23,5,194
2018-07-14T00:00:00.000000,5.8,0.0,997.72,-7.94,67,0,6,195
2018-07-14T01:00:00.000000,1.8,0.0,1036.6,-7.99,66,1,6,195
2018-07-14T02:00:00.000000,1.7,0.0,1035.4,-7.7,70,2,6,195
2018-07-14T03:00:00.000000,1.8,0.0,1023.67,-8.22,68,3,6,195
2018-07-14T04:00:00.000000,3.1,0.0,970.45,5.28,67,4,6,195
2018-07-14T05:00:00.000000,3.0,13.82,1055.02,59.12,66,5,6,195
2018-07-14T06:00:00.000000,2.9,58.4,1044.04,173.08,62,6,6,195
2018-07-14T07:00:00.000000,3.7,59.61,990.24,278.67,57,7,6,195
2018-07-14T08:00:00.000000,4.5,58.03,998.01,440.02,53,8,6,195
2018-07-14T09:00:00.000000,4.0,61.26,1005.02,560.0,51,9,6,195
2018-07-14T10:00:00.000000,2.1,57.48,998.32,702.56,45,10,6,195
2018-07-14T11:00:00.000000,1.3,58.5,989.38,744.87,46,11,6,195
2018-07-14T12:00:00.000000,1.6,40.55,991.1,635.03,45,12,6,195
2018-07-14T13:00:00.000000,3.4,58.93,1016.22,840.27,41,13,6,195
2018-07-14T14:00:00.000000,2.0,58.68,1012.4,828.86,44,14,6,195
2018-07-14T15:00:00.000000,3.1,60.54,960.7,738.25,36,15,6,195
2018-07-14T16:00:00.000000,2.4,60.67,994.47,665.53,35,16,6,195
2018-07-14T17:00:00.000000,2.3,59.61,972.97,531.04,36,17,6,195
2018-07-14T18:00:00.000000,2.7,58.88,1008.7,402.69,34,18,6,195
2018-07-14T19:00:00.000000,3.7,61.5,1040.86,268.4,45,19,6,195
2018-07-14T20:00:00.000000,2.8,52.21,1055.42,111.51,56,20,6,195
2018-07-14T21:00:00.000000,2.4,9.03,983.68,20.33,60,21,6,195
2018-07-14T22:00:00.000000,2.3,0.0,991.23,-4.14,67,22,6,195
2018-07-14T23:00:00.000000,1.7,0.0,1040.01,-7.81,80,23,6,195
2018-07-15T00:00:00.000000,1.8,0.0,1010.51,-8.33,85,0,7,196
2018-07-15T01:00:00.000000,1.8,0.0,981.35,-8.41,88,1,7,196
2018-07-15T02:00:00.000000,2.1,0.0,1007.64,-7.01,92,2,7,196
2018-07-15T03:00:00.000000,1.8,0.0,1039.88,-7.1,89,3,7,196
2018-07-15T04:00:00.000000,2.3,0.0,997.45,-2.12,92,4,7,196
2018-07-15T05:00:00.000000,2.1,0.0,1056.42,28.68,89,5,7,196
2018-07-15T06:00:00.000000,0.9,40.94,1047.0,156.44,86,6,7,196
2018-07-15T07:00:00.000000,0.8,59.22,1014.99,269.07,78,7,7,196
2018-07-15T08:00:00.000000,1.1,61.18,975.54,390.37,64,8,7,196
2018-07-15T09:00:00.000000,1.7,57.43,1005.1,516.52,51,9,7,196
2018-07-15T10:00:00.000000,1.6,59.5,1056.42,621.64,57,10,7,196
2018-07-15T11:00:00.000000,3.5,61.15,1041.84,746.0,56,11,7,196
2018-07-15T12:00:00.000000,3.1,59.48,1016.31,792.04,49,12,7,196
2018-07-15T13:00:00.000000,3.4,58.22,1022.2,802.32,46,13,7,196
2018-07-15T14:00:00.000000,5.4,58.73,989.81,777.58,45,14,7,196
2018-07-15T15:00:00.000000,5.2,57.24,969.63,753.95,48,15,7,196
2018-07-15T16:00:00.000000,5.5,57.21,980.04,625.71,51,16,7,196
2018-07-15T17:00:00.000000,6.0,57.91,992.54,439.15,47,17,7,196
2018-07-15T18:00:00.000000,5.7,62.38,1032.37,344.4,53,18,7,196
2018-07-15T19:00:00.000000,4.9,43.42,1024.69,172.36,66,19,7,196
2018-07-15T20:00:00.000000,3.8,0.0,1042.61,64.07,76,20,7,196
2018-07-15T21:00:00.000000,3.5,0.0,1023.69,20.14,81,21,7,196
2018-07-15T22:00:00.000000,3.9,0.0,1007.16,-4.68,83,22,7,196
2018-07-15T23:00:00.000000,4.0,0.0,1027.38,-5.25,84,23,7,196
2018-07-16T00:00:00.000000,5.2,0.0,1006.79,-5.3,87,0,1,197
2018-07-16T01:00:00.000000,4.4,0.0,1058.24,-5.56,87,1,1,197
2018-07-16T02:00:00.000000,4.8,0.0,1013.74,-5.69,86,2,1,197
2018-07-16T03:00:00.000000,5.2,0.0,1034.95,-6.64,90,3,1,197
2018-07-16T04:00:00.000000,3.9,0.0,1015.4,-4.64,98,4,1,197
2018-07-16T05:00:00.000000,4.0,0.0,1060.11,-1.16,99,5,1,197
2018-07-16T06:00:00.000000,3.8,0.0,965.69,2.1,100,6,1,197
2018-07-16T07:00:00.000000,4.0,0.0,1028.26,8.04,99,7,1,197
2018-07-16T08:00:00.000000,3.0,0.0,1029.77,9.68,99,8,1,197
2018-07-16T09:00:00.000000,2.2,0.0,1007.19,18.63,99,9,1,197
2018-07-16T10:00:00.000000,2.2,0.0,989.83,31.81,99,10,1,197
2018-07-16T11:00:00.000000,3.2,0.0,1047.91,58.92,99,11,1,197
2018-07-16T12:00:00.000000,1.3,0.0,1018.9,203.26,100,12,1,197
2018-07-16T13:00:00.000000,1.9,26.02,1015.09,662.91,84,13,1,197
2018-07-16T14:00:00.000000,2.0,52.93,979.58,806.53,69,14,1,197
2018-07-16T15:00:00.000000,2.3,59.72,1048.83,706.85,64,15,1,197
2018-07-16T16:00:00.000000,3.4,39.24,981.02,487.54,66,16,1,197
2018-07-16T17:00:00.000000,4.1,40.15,1023.46,400.5,67,17,1,197
2018-07-16T18:00:00.000000,7.0,60.51,957.83,438.22,35,18,1,197
2018-07-16T19:00:00.000000,6.4,60.56,962.81,272.39,38,19,1,197
2018-07-16T20:00:00.000000,5.3,57.11,1046.78,139.71,45,20,1,197
2018-07-16T21:00:00.000000,3.8,42.51,1030.35,38.14,45,21,1,197
2018-07-16T22:00:00.000000,4.0,0.0,1028.78,-3.52,48,22,1,197
2018-07-16T23:00:00.000000,3.7,0.0,966.48,-7.31,54,23,1,197
2018-07-17T00:00:00.000000,5.1,0.0,1046.68,-7.23,54,0,2,198
2018-07-17T01:00:00.000000,3.0,0.0,1021.43,-6.97,57,1,2,198
2018-07-17T02:00:00.000000,0.6,0.0,1003.15,-7.59,64,2,2,198
2018-07-17T03:00:00.000000,2.1,0.0,1058.05,-7.74,68,3,2,198
2018-07-17T04:00:00.000000,1.2,0.0,997.1,-0.79,82,4,2,198
2018-07-17T05:00:00.000000,1.5,0.0,1045.93,28.75,73,5,2,198
2018-07-17T06:00:00.000000,3.0,9.08,1031.76,47.88,74,6,2,198
2018-07-17T07:00:00.000000,3.3,45.76,1028.39,220.48,62,7,2,198
2018-07-17T08:00:00.000000,3.5,57.17,1036.74,433.91,53,8,2,198
2018-07-17T09:00:00.000000,3.8,52.28,990.99,494.15,49,9,2,198
2018-07-17T10:00:00.000000,4.0,41.94,960.91,467.16,44,10,2,198
2018-07-17T11:00:00.000000,3.6,26.58,1001.19,487.25,42,11,2,198
2018-07-17T12:00:00.000000,4.3,15.09,971.46,436.07,45,12,2,198
